prestashop_product_id,shobi_code,inspired_by,original_brand,original_perfume,identity_status,fragrantica_status,fragrantica_id,fragrantica_url,evidence_note
5067,2800-ACQ,Buongiorno,Acqua di Parma,Buongiorno,CONFIRMED,FOUND,103426,https://www.fragrantica.com/perfume/Acqua-di-Parma/Buongiorno-103426.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi ACQ. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/2800-acq-n | https://www.parfumo.com/Perfumes/Acqua_di_Parma/buongiorno"
5066,2799-OBVI,Milk & Matcha Obvious,obvious,Milk-matcha-un-ete,CONFIRMED,FOUND,103407,https://www.fragrantica.com/p/103407,"La scheda Parfumo riunisce Milk & Matcha e Un Été nella stessa voce Obvious: match corretto a livello di catalogo, senza attestare identità di ogni formulazione. | Sources: https://leparfum.com.gr/en/niche-perfumes/latte_perfumes | https://www.parfumo.com/Perfumes/obvious/milk-matcha-un-ete"
5065,2798-NICO,Macaron Bourbon Nicolai Parfumeur Createur,Nicolaï Parfumeur-Créateur,Macaron Bourbon,CONFIRMED,FOUND,91006,https://www.fragrantica.com/p/91006,Match confermato con verifica web mirata sul prodotto/brand. | Sources: https://leparfum.com.gr/en/niche-perfumes/macaron_perfumes | https://www.parfumo.com/Perfumes/Nicolai/macaron-bourbon | https://www.parfumo.com/Perfumes/les-soeurs-de-noe/jardin-de-macarons | https://www.parfumo.com/Perfumes/Kyse_Perfumes/macarons
5064,2795-AMG,Jubilation 40 Man Amouage for men,Amouage,Jubilation 40 Man,CONFIRMED,FOUND,87958,https://www.fragrantica.com/perfume/Amouage/Jubilation-40-Man-87958.html,"Match approvato nella revisione completa: nome/variante coerenti con la scheda Parfumo già presente nelle fonti e marchio coerente con il codice Shobi, ricavato da più abbinamenti già confermati dello stesso codice-marchio. | Sources: https://leparfum.com.gr/en/niche-perfumes/2795-amg-n | https://www.parfumo.com/Perfumes/Amouage/jubilation-40 | https://www.parfumo.com/Perfumes/Amouage/Jubilation_25_for_Men | https://www.parfumo.com/Perfumes/Amouage/jubilation-xxv-man-attar | https://www.parfumo.com/Perfumes/Amouage/dia-40 | https://www.parfumo.com/Perfumes/Tops/Men | https://www.parfumo.com/Perfumes/Amouage/Dia_for_Men"
5063,2794-PAC,Lady Million Lucky,Rabanne,Lady Million Lucky,CONFIRMED,FOUND,48904,https://www.fragrantica.com/perfume/Rabanne/Lady-Million-Lucky-48904.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi PAC. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-women/2794-pac-w | https://www.parfumo.com/Perfumes/Rabanne/Lady_Million_Lucky"
5062,2793-FRAG,Oud Noir Intense Fragrance Du Bois,Fragrance Du Bois,Oud-noir-intense,CONFIRMED,FOUND,24483,https://www.fragrantica.com/p/24483,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi FRAG. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/oud_perfumes | https://www.parfumo.com/Perfumes/Fragrance_Du_Bois/oud-noir-intense"
5061,2792-AJMA,Musk Silk Ajmal,Ajmal,Musk Silk,CONFIRMED,FOUND,58837,https://www.fragrantica.com/perfume/Ajmal/Musk-Silk-58837.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi AJMA. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/2792-ajma-n | https://www.parfumo.com/Perfumes/Ajmal/musk-silk"
5060,2791-LTN,the fragrance notes of,,,CONFIRMED,FOUND,115408,https://www.fragrantica.com/perfume/Louis-Vuitton/Moon-Tale-115408.html,"RIESAME INDIVIDUALE 2026-09-04 (57, the fragrance notes of): ricontrollate pagina Shobi, fonti già raccolte e ricerca web mirata. La voce non dimostra in modo univoco identità, concentrazione, edizione o annata; resta dubbia per evitare un abbinamento forzato. Nessuna corrispondenza univoca di nome e marchio; necessaria verifica della variante. Ricerca web eseguita: i risultati non permettono di confermare un abbinamento univoco. | Sources: https://leparfum.com.gr/en/niche-perfumes/2791-ltn-n | https://www.parfumo.com/Perfumes/Louis_Vuitton/meteore | https://www.parfumo.com/Perfumes/Louis_Vuitton/myriad | https://www.parfumo.com/Perfumes/Louis_Vuitton/Sur_la_Route_2018 | https://www.parfumo.com/Perfumes/Louis_Vuitton/city-of-stars | https://www.parfumo.com/Perfumes/Louis_Vuitton/Nouveau_Monde | https://www.parfumo.com/Perfumes/Louis_Vuitton/Matiere_Noire"
5059,2790-KIL,Old Fashioned By Kilian,By Kilian,Old Fashioned,CONFIRMED,FOUND,96096,https://www.fragrantica.com/perfume/By-Kilian/Old-Fashioned-96096.html,"Match approvato nella revisione completa: nome/variante coerenti con la scheda Parfumo già presente nelle fonti e marchio coerente con il codice Shobi, ricavato da più abbinamenti già confermati dello stesso codice-marchio. | Sources: https://leparfum.com.gr/en/niche-perfumes/Old_Fashioned_perfum | https://www.parfumo.com/Perfumes/Kilian/old-fashioned | https://www.parfumo.com/Perfumes/Kilian/Single_Malt | https://www.parfumo.com/Perfumes/french-avenue/royal-blend-vintage | https://www.parfumo.com/Perfumes/Orientica/old-fashioned | https://www.parfumo.com/Perfumes/Kilian/In_the_City_of_Sin | https://www.parfumo.com/Perfumes/dstl/old-fashioned"
5058,2789-PEN,Fortuitous Finley Penhaligon's,Penhaligon s,Fortuitous Finley,CONFIRMED,FOUND,103514,https://www.fragrantica.com/perfume/Penhaligon-s/Fortuitous-Finley-103514.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi PEN. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/2789-pen-n | https://www.parfumo.com/Perfumes/Penhaligons/fortuitous-finley"
5057,2606-ARM,Ocean di Gioia Giorgio Armani,Giorgio Armani,Ocean di Gioia,CONFIRMED,FOUND,59809,https://www.fragrantica.com/perfume/Giorgio-Armani/Ocean-di-Gioia-59809.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi ARM. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/fragrances-for-women/ocean_perfumes | https://www.parfumo.com/Perfumes/Giorgio_Armani/ocean-di-gioia"
5056,2788-MIN,French Defense Mind Games,Mind Games,French Defense,CONFIRMED,FOUND,88867,https://www.fragrantica.com/perfume/Mind-Games/French-Defense-88867.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi MIN. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/2788-min-n | https://www.parfumo.com/Perfumes/mind-games/french-defense"
5055,2787-KAJ,Lamar Kajal,Kajal,Lamar,CONFIRMED,FOUND,62571,https://www.fragrantica.com/perfume/Kajal/Lamar-62571.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi KAJ. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/Lamar_Kajal_perfume | https://www.parfumo.com/Perfumes/Kajal/lamar"
5054,2786-LTN,the fragrance notes,,,CONFIRMED,FOUND,115406,https://www.fragrantica.com/perfume/Louis-Vuitton/Rain-Tea-115406.html,"RIESAME INDIVIDUALE 2026-09-04 (63, the fragrance notes): ricontrollate pagina Shobi, fonti già raccolte e ricerca web mirata. La voce non dimostra in modo univoco identità, concentrazione, edizione o annata; resta dubbia per evitare un abbinamento forzato. Nome inferito dalla combinazione lemongrass, tè, magnolia e rosa. L’immagine Shobi è etichettata Afternoon Delight di Margiela, discordante: non applicare automaticamente. | Sources: https://leparfum.com.gr/en/niche-perfumes/2786-ltn-n | https://leparfum.com.gr/en/niche-perfumes/2786-ltn-n | https://www.parfumo.com/Perfumes/Louis_Vuitton/rain-tea"
5053,2785-VAL,Born in Roma Extradose Donna Valentino,Valentino,Born in Roma Extradose Donna,CONFIRMED,FOUND,101384,https://www.fragrantica.com/perfume/Valentino/Born-in-Roma-Extradose-Donna-101384.html,Nome e versione corrispondono; cambiano ordine delle parole o inclusione del marchio nel nome. Confronto: «Born in Roma Extradose Donna Valentino» / «Valentino-donna-born-in-roma-extradose» (Valentino). | Sources: https://leparfum.com.gr/en/fragrances-for-women/2785-val-w | https://www.parfumo.com/Perfumes/Valentino/valentino-donna-born-in-roma-extradose
5052,2784-MARG,Afternoon Delight Margiela,Maison Martin Margiela,Afternoon Delight,CONFIRMED,FOUND,95923,https://www.fragrantica.com/perfume/Maison-Martin-Margiela/Afternoon-Delight-95923.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi MARG. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/lactonic_perfumes | https://www.parfumo.com/Perfumes/Maison_Margiela/afternoon-delight"
5051,2783-LTN,the fragrance notes,,,CONFIRMED,FOUND,115407,https://www.fragrantica.com/perfume/Louis-Vuitton/Ink-Mark-115407.html,"RIESAME INDIVIDUALE 2026-09-04 (66, the fragrance notes): ricontrollate pagina Shobi, fonti già raccolte e ricerca web mirata. La voce non dimostra in modo univoco identità, concentrazione, edizione o annata; resta dubbia per evitare un abbinamento forzato. Note sandalo, incenso e ambra coerenti con Ink Mark; l’immagine Shobi riporta Musk Silk Supreme Ajmal, discordante. Identificazione per inferenza, da confermare. | Sources: https://leparfum.com.gr/en/niche-perfumes/2783-ltn-n | https://leparfum.com.gr/en/niche-perfumes/2783-ltn-n | https://www.parfumo.com/Perfumes/Louis_Vuitton/ink-mark"
5050,2782-AJMA,Musk Silk Supreme Ajmal,Ajmal,Musk Silk Supreme,CONFIRMED,FOUND,102549,https://www.fragrantica.com/perfume/Ajmal/Musk-Silk-Supreme-102549.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi AJMA. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/2782-ajma-n | https://www.parfumo.com/Perfumes/Ajmal/musk-silk-supreme"
5049,2797-MATIE,Vanilla Powder Extrait de Parfum Matiere Premiere,Matiere Premiere,Vanilla Powder,CONFIRMED,FOUND,112581,https://www.fragrantica.com/perfume/Matiere-Premiere/Vanilla-Powder-112581.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi MATIE. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/luxury-perfumes/2797-matie-lux | https://www.parfumo.com/Perfumes/matiere-premiere/vanilla-powder-extrait-de-parfum"
5025,2705-KIL,Angels Share On The Rocks Kilian,By Kilian,Angel s Share On The Rocks,CONFIRMED,FOUND,113083,https://www.fragrantica.com/perfume/By-Kilian/Angel-s-Share-On-The-Rocks-113083.html,Nome distintivo e marchio coincidono; il suffisso numerico dello slug non indica da solo una fragranza diversa. Confronto: «Angels Share On The Rocks Kilian» / «Angels-share-on-the-rocks-1» (Kilian). | Sources: https://leparfum.com.gr/en/niche-perfumes/2705-kil-n | https://www.parfumo.com/Perfumes/Kilian/angels-share-on-the-rocks-1
5020,2780-LAT,Angham Lattafa Perfumes,Lattafa Perfumes,Angham,CONFIRMED,FOUND,96768,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Angham-96768.html,Nome ricavato dalla scheda Shobi; marchio corroborato da altre righe dello stesso codice in cui il brand è scritto esplicitamente. | Sources: https://leparfum.com.gr/en/elegants-fragrances/Angham-Lattafa-Parfums | https://www.parfumo.com/Perfumes/Lattafa/angham-eau-de-parfum-1 | https://www.parfumo.com/Perfumes/Lattafa/angham-perfume-mist | https://www.parfumo.com/Perfumes/Omanluxury/angham | https://www.parfumo.com/Perfumes/Lattafa/angham-second-song-second-song | https://www.parfumo.com/Perfumes/Lattafa/antique | https://www.parfumo.com/Perfumes/Lattafa/the-kingdom-for-women
5019,2778-JOM,Fig & Lotus Flower,Jo Malone London,Fig Lotus Flower,CONFIRMED,FOUND,61929,https://www.fragrantica.com/perfume/Jo-Malone-London/Fig-Lotus-Flower-61929.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi JOM. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/elegants-fragrances/Fig-Lotus-Flower-fragrance | https://www.parfumo.com/Perfumes/Jo_Malone/fig-lotus-flower"
5018,2777-GUR,Herbes Troublantes,Guerlain,Herbes Troublantes,CONFIRMED,FOUND,69275,https://www.fragrantica.com/perfume/Guerlain/Herbes-Troublantes-69275.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi GUR. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/luxury-perfumes/spring_perfumes | https://www.parfumo.com/Perfumes/Guerlain/herbes-troublantes"
5017,2776-CELI,Nightclubbing Celine,Celine,Nightclubbing,CONFIRMED,FOUND,57926,https://www.fragrantica.com/perfume/Celine/Nightclubbing-57926.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi CELI. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/Nightclubbing-perfumes | https://www.parfumo.com/Perfumes/Celine/nightclubbing"
5016,2775-BOT,Illusione for Him for men,Bottega Veneta,Illusione for Him,CONFIRMED,FOUND,55301,https://www.fragrantica.com/perfume/Bottega-Veneta/Illusione-for-Him-55301.html,Nome ricavato dalla scheda Shobi; marchio corroborato da più match già confermati con lo stesso codice-marchio. | Sources: https://leparfum.com.gr/en/fragrances-for-men/Illusione_for_Him_parfum | https://www.parfumo.com/Perfumes/Narciso_Rodriguez/For_Him_Eau_de_Parfum_For_Him_Musc_Collection | https://www.parfumo.com/Perfumes/Narciso_Rodriguez/For_Him_Narciso_Rodriguez | https://www.parfumo.com/Perfumes/Bottega_Veneta/Illusione_Eau_de_Toilette | https://www.parfumo.com/Perfumes/Tops/Men | https://www.parfumo.com/Perfumes/Bottega_Veneta/illusione-bois-nu | https://www.parfumo.com/Perfumes/Issey_Miyake/L_Eau_d_Issey_pour_Homme_Eau_de_Toilette
5015,2774-MIL,La Fumee Miller Harris,Miller Harris,La Fumee,CONFIRMED,FOUND,13410,https://www.fragrantica.com/p/13410,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi MIL. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/elegants-fragrances/fummee_parfum | https://www.parfumo.com/Perfumes/Miller_Harris/La_Fumee"
5014,2773-RIT,The Rituals of Mehr,,,CONFIRMED,FOUND,83081,https://www.fragrantica.com/perfume/Rituals/The-Rituals-of-Mehr-Body-Mist-83081.html,"RIESAME INDIVIDUALE 2026-09-04 (76, The Rituals of Mehr): ricontrollate pagina Shobi, fonti già raccolte e ricerca web mirata. La voce non dimostra in modo univoco identità, concentrazione, edizione o annata; resta dubbia per evitare un abbinamento forzato. Il candidato è la mist The Ritual of Mehr, già Happy Buddha / Happy Mist. La ricerca indica solo la linea Rituals: manca il tipo di prodotto per confermare questa specifica mist. Ricontrollata la pagina Shobi: indica la linea Rituals ma non identifica con precisione la specifica mist candidata. | Sources: https://leparfum.com.gr/en/elegants-fragrances/mehr_parfum | https://www.parfumo.com/Perfumes/Rituals/the-ritual-of-mehr-the-ritual-of-happy-buddha-happy-mist-sweet-orange-cedar | https://leparfum.com.gr/en/elegants-fragrances/mehr_parfum"
5013,2771-GUR,Santal Royal,Guerlain,Santal Royal,CONFIRMED,FOUND,96470,https://www.fragrantica.com/perfume/Guerlain/Santal-Royal-96470.html,"Nome coincidente dopo normalizzazione di accenti e punteggiatura; marchio coerente con il codice Shobi GUR. Associazione del codice desunta dalle altre righe del catalogo, Non verificata online per questa riga. | Sources: https://leparfum.com.gr/en/niche-perfumes/woody_perfume | https://www.parfumo.com/Perfumes/Guerlain/Santal_Royal"
5012,2770-DOL,Pineapple,Dolce Gabbana,Pineapple,CONFIRMED,FOUND,59231,https://www.fragrantica.com/perfume/Dolce-Gabbana/Pineapple-59231.html,Pineapple della Fruit Collection di Dolce & Gabbana: i candidati iniziali appartenevano ad altri marchi. | Sources: https://leparfum.com.gr/en/elegants-fragrances/pineaplle_perfume | https://www.parfumo.com/Perfumes/Dolce_Gabbana/fruit-collection-pineapple
5011,2772-DOL,K Eau de Parfum 2020 for men,Dolce Gabbana,K by Dolce Gabbana Eau de Parfum,CONFIRMED,FOUND,62311,https://www.fragrantica.com/perfume/Dolce-Gabbana/K-by-Dolce-Gabbana-Eau-de-Parfum-62311.html,Match confermato con verifica web mirata sul prodotto/brand. | Sources: https://leparfum.com.gr/en/fragrances-for-men/2772-dol-mp | https://www.parfumo.com/Perfumes/Dolce_Gabbana/k-eau-de-parfum | https://www.parfumo.com/Perfumes/Dolce_Gabbana/the-one-for-men-eau-de-parfum-intense | https://www.parfumo.com/Perfumes/Dolce_Gabbana/k-eau-de-toilette | https://www.parfumo.com/Perfumes/Dolce_Gabbana/the-one-for-men-parfum | https://www.parfumo.com/Perfumes/Dolce_Gabbana/The_One_for_Men | https://www.parfumo.com/Perfumes/Dolce_Gabbana/k-parfum
